id,barcode,recipient_name,address,city_district,package_type,size,dimensions_cm,weight_kg,fragile,priority,payment_method,cod_amount_eur,insurance_value_eur,special_instructions,order_date,status
394,KE00039427,Peter Tóth,"Moldavská 11/32, Košice - Krásna",Krásna,Dokument,XS,9x9x4,0.22,Nie,Ekonomický,Platba vopred,,,,2026-05-12,Čaká na doručenie
395,KE00039559,Ivana Katona,"Brnianska 147/8, Košice - Sever",Sever,Oblečenie,XL,94x70x58,28.15,Áno,Štandard,Firemná faktura,,,,2026-05-13,Čaká na doručenie
396,KE00039697,Richard Takáč,"Čínska 56, Košice - Sever",Sever,Nábytok,M,29x24x19,1.64,Nie,Štandard,Platba vopred,,,,2026-05-13,Čaká na doručenie
397,KE00039749,Jakub Kiss,"Považská 38, Košice - Sever",Sever,Nábytok,M,24x20x16,4.85,Nie,Štandard,Platba vopred,,,Volať vopred,2026-05-15,Čaká na doručenie
398,KE00039892,Zuzana Kováč,"Barčianska 137/29, Košice - Barca",Barca,Oblečenie,L,58x46x35,13.85,Nie,Štandard,Dobierka,109.14,,Horná strana nahor,2026-05-16,Čaká na doručenie
399,KE00039980,Martina Olah,"Lorinčícka 71/50, Košice - Lorinčík",Lorinčík,Potraviny,XXL,115x77x67,43.65,Nie,Overnight,Firemná faktura,,,Krehké - opatrne,2026-05-17,Čaká na doručenie
400,KE00040093,Boris Novák,"Továrenská 8/42, Košice - Šaca",Šaca,Balík,XXL,117x78x68,35.64,Nie,Štandard,Platba vopred,,1429.99,Doručiť osobne,2026-05-17,Čaká na doručenie
401,KE00040183,Adam Šimko,"Šírková 82, Košice - Nad jazerom",Nad jazerom,Knihy,M,26x21x17,3.17,Nie,Expres,Platba vopred,,,Skladovať v chlade,2026-05-12,Čaká na doručenie
402,KE00040243,Natália Fábián,"Trieda SNP 6/42, Košice - Sever",Sever,Elektronika,S,23x17x11,1.95,Áno,Štandard,Platba vopred,,,,2026-05-12,Čaká na doručenie
403,KE00040358,Kristína Lukáč,"Hronská 95, Košice - Nad jazerom",Nad jazerom,Liek,XS,10x10x5,0.27,Nie,Overnight,Dobierka,105.56,,Volať vopred,2026-05-14,Čaká na doručenie
404,KE00040468,Matúš Hegedűs,"Šírková 53/19, Košice - Nad jazerom",Nad jazerom,Krehký tovar,S,19x14x9,0.94,Áno,Štandard,Platba vopred,,1371.69,Môže zanechať u suseda,2026-05-11,Čaká na doručenie
405,KE00040555,Mária Szűcs,"Ťahanovská 121, Košice - Sídlisko Ťahanovce",Sídlisko Ťahanovce,Potraviny,L,53x42x32,10.99,Nie,Expres,Dobierka,34.08,,Môže zanechať u suseda,2026-05-13,Čaká na doručenie
406,KE00040677,Ladislav Halász,"Partizánska 65/25, Košice - Sídlisko KVP",Sídlisko KVP,Náhradný diel,XXL,113x75x66,48.72,Nie,Štandard,Dobierka,248.96,641.46,Horná strana nahor,2026-05-13,Čaká na doručenie
407,KE00040750,Martin Šimko,"Údolná 67, Košice - Lorinčík",Lorinčík,Knihy,L,57x45x34,12.69,Nie,Ekonomický,Firemná faktura,,,Skladovať v chlade,2026-05-13,Čaká na doručenie
408,KE00040873,Igor Papp,"Nová 143/43, Košice - Pereš",Pereš,Krehký tovar,XS,8x8x4,0.12,Áno,Štandard,Dobierka,354.45,,Nevystavovať vlhku,2026-05-12,Čaká na doručenie
409,KE00040944,Martina Mészáros,"Šrobárova 92/36, Košice - Sídlisko KVP",Sídlisko KVP,Krehký tovar,L,42x33x25,11.08,Áno,Štandard,Dobierka,434.75,1022.39,,2026-05-16,Čaká na doručenie
410,KE00041023,Andrea Szabó,"Južná trieda 135/12, Košice - Juh",Juh,Knihy,S,22x16x11,1.42,Nie,Štandard,Firemná faktura,,,,2026-05-13,Čaká na doručenie
411,KE00041182,Jakub Katona,"Sácka 8, Košice - Šaca",Šaca,Nábytok,L,49x39x29,14.37,Nie,Expres,Dobierka,313.07,,Krehké - opatrne,2026-05-11,Čaká na doručenie
412,KE00041259,Mária Tóth,"Jazerná 13/19, Košice - Nad jazerom",Nad jazerom,Potraviny,XXL,99x66x57,48.08,Nie,Štandard,Dobierka,386.58,424.36,Nevystavovať vlhku,2026-05-12,Čaká na doručenie
413,KE00041370,Martina Fodor,"Poľná 40, Košice - Poľov",Poľov,Nábytok,XXL,134x89x78,22.4,Nie,Štandard,Platba vopred,,,Horná strana nahor,2026-05-11,Čaká na doručenie
414,KE00041492,Petra Kiss,"Horná 109, Košice - Kavečany",Kavečany,Dokument,XL,69x52x43,20.03,Nie,Štandard,Platba vopred,,,Horná strana nahor,2026-05-16,Čaká na doručenie
415,KE00041575,Lukáš Olah,"Opátska 75, Košice - Vyšné Opátske",Vyšné Opátske,Oblečenie,M,25x21x17,1.08,Nie,Overnight,Dobierka,28.63,,Nezalomovať,2026-05-17,Čaká na doručenie
416,KE00041648,Matúš Jakab,"Kamenná 25, Košice - Lorinčík",Lorinčík,Náhradný diel,M,28x23x18,3.14,Nie,Štandard,Platba vopred,,1754.74,Nezalomovať,2026-05-12,Čaká na doručenie
417,KE00041765,Natália Oravec,"Robotnícka 117/29, Košice - Šaca",Šaca,Krehký tovar,M,35x29x23,4.42,Áno,Štandard,Dobierka,491.18,,,2026-05-14,Čaká na doručenie
418,KE00041811,Ján Kováčik,"Krásnohorská 2, Košice - Krásna",Krásna,Nábytok,XXL,118x79x69,37.67,Nie,Expres,Firemná faktura,,258.93,,2026-05-12,Čaká na doručenie
419,KE00041970,Peter Takáč,"Hviezdna 5/13, Košice - Juh",Juh,Potraviny,L,52x42x31,10.1,Nie,Overnight,Platba vopred,,,,2026-05-14,Čaká na doručenie
420,KE00042065,Miroslav Bogdán,"Lorinčícka 30, Košice - Lorinčík",Lorinčík,Balík,XXL,117x78x68,29.4,Nie,Overnight,Dobierka,286.87,214.3,Nezalomovať,2026-05-12,Čaká na doručenie
421,KE00042180,Tibor Varga,"Kamenná 149/36, Košice - Lorinčík",Lorinčík,Nábytok,L,47x38x28,8.19,Nie,Ekonomický,Platba vopred,,1157.04,,2026-05-18,Čaká na doručenie
422,KE00042253,Martina Gál,"Slanecká 107/8, Košice - Sídlisko Ťahanovce",Sídlisko Ťahanovce,Balík,XXL,112x75x65,37.9,Nie,Štandard,Firemná faktura,,1819.05,,2026-05-15,Čaká na doručenie
423,KE00042372,Andrea Hegedűs,"Viničná 76/25, Košice - Myslava",Myslava,Krehký tovar,XXL,131x87x76,41.84,Áno,Expres,Dobierka,375.88,321.07,Doručiť osobne,2026-05-11,Čaká na doručenie
424,KE00042489,Juraj Máté,"Sofijská 127, Košice - Dargovských hrdinov",Dargovských hrdinov,Oblečenie,XS,11x11x5,0.24,Nie,Štandard,Platba vopred,,,Krehké - opatrne,2026-05-17,Čaká na doručenie
425,KE00042524,Pavel Fekete,"Brnianska 144, Košice - Sever",Sever,Náhradný diel,M,33x27x22,3.97,Nie,Štandard,Platba vopred,,,Horná strana nahor,2026-05-18,Čaká na doručenie
426,KE00042652,Marek Kováčik,"Moskovská trieda 144, Košice - Dargovských hrdinov",Dargovských hrdinov,Knihy,XXL,101x67x59,18.22,Nie,Štandard,Firemná faktura,,,Doručiť osobne,2026-05-17,Čaká na doručenie
427,KE00042741,Andrea Rácz,"Hronská 52, Košice - Nad jazerom",Nad jazerom,Knihy,XS,8x8x4,0.42,Nie,Štandard,Dobierka,359.02,,Krehké - opatrne,2026-05-12,Čaká na doručenie
428,KE00042818,Petra Pintér,"Magnetová 108/9, Košice - Nad jazerom",Nad jazerom,Náhradný diel,L,57x46x34,14.33,Nie,Expres,Dobierka,77.06,,,2026-05-18,Čaká na doručenie
429,KE00042997,Andrej Kováčik,"Meteorová 81, Košice - Sídlisko Ťahanovce",Sídlisko Ťahanovce,Krehký tovar,L,41x32x24,11.63,Áno,Ekonomický,Dobierka,317.65,,Skladovať v chlade,2026-05-14,Čaká na doručenie
430,KE00043061,Radoslav Bíró,"Hornohorská 81/1, Košice - Krásna",Krásna,Liek,XL,93x70x58,21.91,Nie,Expres,Firemná faktura,,,,2026-05-13,Čaká na doručenie
431,KE00043112,Jana Farkas,"Galaktická 22, Košice - Juh",Juh,Náhradný diel,XXL,130x87x76,45.2,Nie,Ekonomický,Dobierka,278.13,,,2026-05-13,Čaká na doručenie
432,KE00043225,Andrej Krajčí,"Orlia 139/16, Košice - Staré Mesto",Staré Mesto,Balík,XXL,116x77x67,30.21,Nie,Overnight,Platba vopred,,,,2026-05-18,Čaká na doručenie
433,KE00043323,Jana Polák,"Záhradná 147/30, Košice - Myslava",Myslava,Náhradný diel,XXL,143x95x83,32.62,Nie,Overnight,Dobierka,335.13,1477.65,,2026-05-16,Čaká na doručenie
434,KE00043461,Andrej Kiss,"Robotnícka 150, Košice - Šaca",Šaca,Potraviny,L,41x33x25,10.96,Áno,Štandard,Firemná faktura,,1356.88,Horná strana nahor,2026-05-15,Čaká na doručenie
435,KE00043575,Martina Fábián,"Brestová 102/38, Košice - Krásna",Krásna,Liek,L,59x47x35,10.65,Nie,Expres,Dobierka,255.36,,,2026-05-11,Čaká na doručenie
436,KE00043657,Martin Bogdán,"Opátska 55, Košice - Vyšné Opátske",Vyšné Opátske,Dokument,S,23x17x11,0.86,Nie,Expres,Dobierka,288.02,749.22,,2026-05-18,Čaká na doručenie
437,KE00043718,Miroslav Hudák,"Záhradnícka 125, Košice - Košická Nová Ves",Košická Nová Ves,Oblečenie,XL,77x58x48,28.29,Nie,Overnight,Firemná faktura,,,Nevystavovať vlhku,2026-05-18,Čaká na doručenie
438,KE00043851,Lucia Fekete,"Jiskrova 124/37, Košice - Sídlisko KVP",Sídlisko KVP,Nábytok,L,49x39x29,11.08,Nie,Štandard,Firemná faktura,,,Doručiť osobne,2026-05-11,Čaká na doručenie
439,KE00043992,Monika Fekete,"Juhoslovanská 100, Košice - Sídlisko Ťahanovce",Sídlisko Ťahanovce,Liek,XL,65x49x40,21.1,Nie,Expres,Platba vopred,,,,2026-05-14,Čaká na doručenie
440,KE00044041,Kristína Csonka,"Krásnohorská 50/35, Košice - Krásna",Krásna,Liek,XS,11x11x5,0.31,Áno,Štandard,Platba vopred,,,Volať vopred,2026-05-18,Čaká na doručenie
441,KE00044131,Barbora Varga,"Myslavská 137/26, Košice - Myslava",Myslava,Potraviny,L,57x45x34,1.33,Áno,Štandard,Firemná faktura,,207.67,Nevystavovať vlhku,2026-05-14,Čaká na doručenie
442,KE00044251,Lukáš Hudák,"Bačíkova 47, Košice - Košická Nová Ves",Košická Nová Ves,Balík,M,35x29x23,3.55,Nie,Expres,Dobierka,33.96,831.52,Nevystavovať vlhku,2026-05-12,Čaká na doručenie
443,KE00044362,Milan Csonka,"Záhradná 31, Košice - Kavečany",Kavečany,Náhradný diel,XL,82x62x51,16.31,Nie,Štandard,Dobierka,235.09,,Nevystavovať vlhku,2026-05-12,Čaká na doručenie
444,KE00044457,Ondrej Baláž,"Trieda SNP 69/38, Košice - Sever",Sever,Krehký tovar,S,22x16x11,1.37,Áno,Štandard,Platba vopred,,,,2026-05-15,Čaká na doručenie
445,KE00044597,Alžbeta Papp,"Moldavská 63/28, Košice - Krásna",Krásna,Nábytok,XS,8x8x4,0.29,Nie,Štandard,Dobierka,467.09,,Volať vopred,2026-05-11,Čaká na doručenie
446,KE00044650,Tibor Varga,"Poľná 55/33, Košice - Poľov",Poľov,Oblečenie,S,21x16x10,1.21,Nie,Štandard,Firemná faktura,,,Môže zanechať u suseda,2026-05-12,Čaká na doručenie
447,KE00044796,Dušan Molnár,"Priemyselná 116, Košice - Šaca",Šaca,Knihy,M,26x22x17,4.82,Nie,Štandard,Platba vopred,,,Nezalomovať,2026-05-11,Čaká na doručenie
448,KE00044858,Martina Csonka,"Uralská 143/46, Košice - Západ",Západ,Dokument,L,50x40x30,12.02,Nie,Štandard,Firemná faktura,,,Krehké - opatrne,2026-05-17,Čaká na doručenie
449,KE00044948,Ján Lukáč,"Javorová 46/45, Košice - Barca",Barca,Balík,L,47x37x28,3.7,Áno,Štandard,Dobierka,461.09,1230.75,Môže zanechať u suseda,2026-05-13,Čaká na doručenie
450,KE00045031,Radoslav Sipos,"Zábrezová 127/3, Košice - Sever",Sever,Elektronika,XXL,129x86x75,18.36,Áno,Ekonomický,Platba vopred,,,,2026-05-14,Čaká na doručenie
451,KE00045112,Kristína Novák,"Moldavská 145/39, Košice - Krásna",Krásna,Krehký tovar,XS,10x10x5,0.4,Áno,Štandard,Platba vopred,,,Môže zanechať u suseda,2026-05-14,Čaká na doručenie
452,KE00045238,Ján Fodor,"Brestová 65/30, Košice - Krásna",Krásna,Knihy,XXL,128x85x74,36.0,Nie,Štandard,Dobierka,341.69,1520.45,Horná strana nahor,2026-05-11,Čaká na doručenie
453,KE00045390,Ján Halász,"Fábryho 108/21, Košice - Sídlisko KVP",Sídlisko KVP,Balík,S,18x14x9,1.78,Nie,Ekonomický,Platba vopred,,628.5,Môže zanechať u suseda,2026-05-15,Čaká na doručenie
454,KE00045419,Peter Szőke,"Cottbuská 123, Košice - Dargovských hrdinov",Dargovských hrdinov,Elektronika,XXL,140x93x82,43.62,Áno,Štandard,Dobierka,173.7,1590.28,,2026-05-18,Čaká na doručenie
455,KE00045518,Michal Varga,"Myslavská 115/6, Košice - Myslava",Myslava,Dokument,L,46x37x27,12.87,Áno,Expres,Platba vopred,,,,2026-05-14,Čaká na doručenie
456,KE00045653,Zuzana Halász,"Cottbuská 144, Košice - Dargovských hrdinov",Dargovských hrdinov,Nábytok,XS,10x10x5,0.26,Nie,Expres,Firemná faktura,,,,2026-05-12,Čaká na doručenie
457,KE00045789,Róbert Baláž,"Vodná 133, Košice - Staré Mesto",Staré Mesto,Nábytok,XS,8x8x4,0.39,Nie,Expres,Firemná faktura,,,Skladovať v chlade,2026-05-13,Čaká na doručenie
458,KE00045847,Martin Tóth,"Viničná 63, Košice - Myslava",Myslava,Knihy,S,18x13x9,0.98,Nie,Štandard,Platba vopred,,,Volať vopred,2026-05-11,Čaká na doručenie
459,KE00045998,Miroslav Tóth,"Barčianska 133/44, Košice - Barca",Barca,Balík,S,20x15x10,1.7,Nie,Štandard,Dobierka,454.71,956.69,Krehké - opatrne,2026-05-17,Čaká na doručenie
460,KE00046040,Jana Gál,"Slnečná 85/37, Košice - Myslava",Myslava,Liek,M,29x24x19,1.23,Nie,Overnight,Platba vopred,,1251.6,,2026-05-15,Čaká na doručenie
461,KE00046135,Richard Kováč,"Stará 97, Košice - Pereš",Pereš,Náhradný diel,M,24x20x16,2.11,Nie,Štandard,Dobierka,294.91,,Nezalomovať,2026-05-13,Čaká na doručenie
462,KE00046227,Pavel Vincze,"Galaktická 45, Košice - Juh",Juh,Krehký tovar,S,18x14x9,1.2,Áno,Štandard,Dobierka,134.59,,Nezalomovať,2026-05-17,Čaká na doručenie
463,KE00046326,Anna Polák,"Poľovská 87/20, Košice - Poľov",Poľov,Náhradný diel,M,33x28x22,3.47,Nie,Ekonomický,Platba vopred,,,Doručiť osobne,2026-05-17,Čaká na doručenie
464,KE00046445,Katarína Molnár,"Letná 137, Košice - Juh",Juh,Balík,XL,77x58x48,20.18,Nie,Expres,Firemná faktura,,1262.62,Krehké - opatrne,2026-05-16,Čaká na doručenie
465,KE00046551,Matúš Nagy,"Magnetová 150/14, Košice - Nad jazerom",Nad jazerom,Krehký tovar,L,55x44x33,9.61,Áno,Štandard,Firemná faktura,,,,2026-05-11,Čaká na doručenie
466,KE00046658,Veronika Fedor,"Borová 124/32, Košice - Barca",Barca,Nábytok,XL,76x57x48,27.87,Nie,Expres,Firemná faktura,,855.8,Skladovať v chlade,2026-05-15,Čaká na doručenie
467,KE00046773,Patrik Nagy,"Sibírska 66/9, Košice - Západ",Západ,Nábytok,M,29x24x19,2.08,Nie,Štandard,Firemná faktura,,,Skladovať v chlade,2026-05-11,Čaká na doručenie
468,KE00046814,Lucia Gáborík,"Priemyselná 98, Košice - Šaca",Šaca,Dokument,M,31x26x21,2.12,Nie,Štandard,Platba vopred,,151.98,Môže zanechať u suseda,2026-05-14,Čaká na doručenie
469,KE00046946,Jana Oravec,"Moldavská 86, Košice - Krásna",Krásna,Oblečenie,M,32x27x21,3.96,Nie,Štandard,Dobierka,428.22,,Nezalomovať,2026-05-14,Čaká na doručenie
470,KE00047080,Boris Kováč,"Javorová 104/49, Košice - Barca",Barca,Krehký tovar,L,53x42x31,14.85,Áno,Overnight,Dobierka,363.05,1178.14,Horná strana nahor,2026-05-15,Čaká na doručenie
471,KE00047155,Róbert Fodor,"Tichá 88/21, Košice - Myslava",Myslava,Náhradný diel,XXL,116x77x67,27.55,Nie,Štandard,Firemná faktura,,,Horná strana nahor,2026-05-18,Čaká na doručenie
472,KE00047287,Patrik Halász,"Sácka 108, Košice - Šaca",Šaca,Balík,XXL,121x81x71,23.04,Áno,Štandard,Dobierka,488.74,,,2026-05-13,Čaká na doručenie
473,KE00047387,Tereza Farkas,"Remeselnícka 53/5, Košice - Poľov",Poľov,Liek,S,19x14x9,0.79,Nie,Expres,Dobierka,339.07,,Nezalomovať,2026-05-16,Čaká na doručenie
474,KE00047478,Zuzana Tkáč,"Perešská 48, Košice - Pereš",Pereš,Dokument,S,17x13x8,1.39,Nie,Štandard,Dobierka,166.75,230.38,Skladovať v chlade,2026-05-12,Čaká na doručenie
475,KE00047567,Juraj Šimko,"Kamenná 18, Košice - Lorinčík",Lorinčík,Liek,S,18x13x9,1.67,Nie,Štandard,Platba vopred,,1982.26,Volať vopred,2026-05-11,Čaká na doručenie
476,KE00047632,Martina Mészáros,"Juhoslovanská 64/37, Košice - Sídlisko Ťahanovce",Sídlisko Ťahanovce,Oblečenie,L,51x41x30,11.32,Nie,Expres,Firemná faktura,,,,2026-05-12,Čaká na doručenie
477,KE00047778,Petra Mészáros,"Údolná 46/47, Košice - Lorinčík",Lorinčík,Nábytok,L,58x46x34,3.57,Nie,Štandard,Dobierka,443.34,,Volať vopred,2026-05-16,Čaká na doručenie
478,KE00047869,Patrik Máté,"Novoveská 56/27, Košice - Košická Nová Ves",Košická Nová Ves,Dokument,XS,11x11x5,0.13,Nie,Štandard,Platba vopred,,,Môže zanechať u suseda,2026-05-14,Čaká na doručenie
479,KE00047941,Adam Halász,"Mlynská 119, Košice - Staré Mesto",Staré Mesto,Dokument,S,19x14x9,0.22,Nie,Expres,Firemná faktura,,1101.37,Horná strana nahor,2026-05-11,Čaká na doručenie
480,KE00048032,Dávid Horváth,"Viničná 121/11, Košice - Myslava",Myslava,Náhradný diel,XL,67x50x42,10.94,Nie,Expres,Platba vopred,,,Doručiť osobne,2026-05-14,Čaká na doručenie
481,KE00048140,Filip Tóth,"Južná trieda 137, Košice - Juh",Juh,Dokument,XXL,134x89x78,35.64,Nie,Štandard,Dobierka,7.31,506.9,,2026-05-12,Čaká na doručenie
482,KE00048281,Ján Fekete,"Hviezdna 5, Košice - Juh",Juh,Dokument,S,21x16x10,0.31,Nie,Expres,Dobierka,87.69,661.01,,2026-05-12,Čaká na doručenie
483,KE00048318,Petra Lukáč,"Letná 139, Košice - Juh",Juh,Krehký tovar,S,17x13x8,0.84,Áno,Štandard,Platba vopred,,,Môže zanechať u suseda,2026-05-12,Čaká na doručenie
484,KE00048490,Juraj Pintér,"Horná 95, Košice - Kavečany",Kavečany,Dokument,M,33x27x22,2.75,Nie,Expres,Platba vopred,,,Nevystavovať vlhku,2026-05-14,Čaká na doručenie
485,KE00048511,Patrik Szűcs,"Hájna 86, Košice - Poľov",Poľov,Dokument,M,35x29x23,3.5,Nie,Štandard,Firemná faktura,,,,2026-05-15,Čaká na doručenie
486,KE00048666,Adam Fodor,"Trieda SNP 32, Košice - Sever",Sever,Knihy,S,20x15x10,0.31,Nie,Štandard,Platba vopred,,,,2026-05-15,Čaká na doručenie
487,KE00048795,Patrik Varga,"Sácka 72, Košice - Šaca",Šaca,Oblečenie,XL,89x67x55,14.2,Nie,Expres,Firemná faktura,,,Môže zanechať u suseda,2026-05-15,Čaká na doručenie
488,KE00048836,Lucia Fábián,"Zábrezová 98/12, Košice - Sever",Sever,Elektronika,XS,8x8x4,0.3,Áno,Štandard,Platba vopred,,1102.21,Nevystavovať vlhku,2026-05-16,Čaká na doručenie
489,KE00048971,Anna Krajčí,"Poludníková 21, Košice - Sever",Sever,Krehký tovar,S,21x16x10,0.64,Áno,Expres,Firemná faktura,,,Volať vopred,2026-05-15,Čaká na doručenie
490,KE00049048,Veronika Papp,"Meteorová 102, Košice - Sídlisko Ťahanovce",Sídlisko Ťahanovce,Krehký tovar,L,50x40x30,11.29,Áno,Overnight,Platba vopred,,,Skladovať v chlade,2026-05-12,Čaká na doručenie
491,KE00049157,Zuzana Mészáros,"Moldavská 142/17, Košice - Krásna",Krásna,Nábytok,M,29x24x19,2.19,Nie,Štandard,Platba vopred,,1724.69,Môže zanechať u suseda,2026-05-16,Čaká na doručenie
492,KE00049242,Katarína Farkas,"Okružná 107/48, Košice - Pereš",Pereš,Dokument,L,46x36x27,14.83,Áno,Štandard,Firemná faktura,,,Môže zanechať u suseda,2026-05-16,Čaká na doručenie
493,KE00049328,Filip Tóth,"Borová 126/24, Košice - Barca",Barca,Elektronika,XXL,114x76x66,26.96,Áno,Štandard,Dobierka,407.5,,,2026-05-18,Čaká na doručenie
494,KE00049420,Pavel Polák,"Horná 117/10, Košice - Kavečany",Kavečany,Krehký tovar,XL,82x61x51,20.89,Áno,Štandard,Firemná faktura,,,,2026-05-12,Čaká na doručenie
495,KE00049554,Petra Oravec,"Kláštorná 109, Košice - Vyšné Opátske",Vyšné Opátske,Potraviny,XXL,110x73x64,48.71,Nie,Štandard,Platba vopred,,,,2026-05-17,Čaká na doručenie
496,KE00049632,Filip Krajčí,"Poludníková 54/26, Košice - Nad jazerom",Nad jazerom,Balík,XS,11x11x5,0.43,Nie,Štandard,Firemná faktura,,,,2026-05-14,Čaká na doručenie
497,KE00049790,Richard Lukács,"Ovocná 35, Košice - Barca",Barca,Krehký tovar,XS,9x9x4,0.43,Áno,Štandard,Platba vopred,,,,2026-05-14,Čaká na doručenie
498,KE00049895,Zuzana Lukáč,"Arm. gen. Svobodu 21, Košice - Dargovských hrdinov",Dargovských hrdinov,Elektronika,M,24x20x16,0.63,Áno,Štandard,Platba vopred,,1910.88,Nezalomovať,2026-05-18,Čaká na doručenie
499,KE00049956,Zuzana Király,"Adlerova 55/1, Košice - Sídlisko KVP",Sídlisko KVP,Liek,XL,95x71x59,23.56,Nie,Štandard,Firemná faktura,,,Krehké - opatrne,2026-05-13,Čaká na doručenie
500,KE00050097,Marek Kováč,"Remeselnícka 15/22, Košice - Poľov",Poľov,Krehký tovar,L,57x45x34,6.63,Áno,Štandard,Dobierka,267.66,,Krehké - opatrne,2026-05-15,Čaká na doručenie
501,KE00050170,Igor Molnár,"Priečna 106/1, Košice - Pereš",Pereš,Knihy,XS,10x10x5,0.45,Nie,Expres,Platba vopred,,,Skladovať v chlade,2026-05-13,Čaká na doručenie
502,KE00050271,Miroslav Bíró,"Sofijská 76/46, Košice - Dargovských hrdinov",Dargovských hrdinov,Balík,XL,89x66x55,22.35,Nie,Štandard,Firemná faktura,,,Horná strana nahor,2026-05-16,Čaká na doručenie
503,KE00050395,Patrik Katona,"Moldavská 63, Košice - Krásna",Krásna,Balík,XXL,100x66x58,27.4,Nie,Štandard,Firemná faktura,,957.84,,2026-05-15,Čaká na doručenie
504,KE00050447,Lukáš Szűcs,"Arm. gen. Svobodu 137/32, Košice - Dargovských hrdinov",Dargovských hrdinov,Nábytok,M,34x28x22,4.69,Nie,Štandard,Firemná faktura,,525.6,,2026-05-12,Čaká na doručenie
505,KE00050534,Barbora Blaho,"Janigova 23, Košice - Sídlisko Ťahanovce",Sídlisko Ťahanovce,Krehký tovar,XXL,141x94x82,32.91,Áno,Overnight,Platba vopred,,,Nezalomovať,2026-05-14,Čaká na doručenie
506,KE00050628,Vladimír Bíró,"Remeselnícka 82/44, Košice - Poľov",Poľov,Potraviny,XXL,124x83x72,18.89,Nie,Štandard,Firemná faktura,,,Horná strana nahor,2026-05-15,Čaká na doručenie
507,KE00050736,Lenka Szűcs,"Bačíkova 9/20, Košice - Košická Nová Ves",Košická Nová Ves,Nábytok,XS,9x9x4,0.44,Nie,Štandard,Firemná faktura,,1657.49,,2026-05-18,Čaká na doručenie
508,KE00050846,Monika Krajčí,"Trieda SNP 46/47, Košice - Sever",Sever,Balík,XXL,139x93x81,16.37,Nie,Štandard,Firemná faktura,,1456.24,Skladovať v chlade,2026-05-12,Čaká na doručenie
509,KE00050935,Mária Csonka,"Kyjevská 101, Košice - Juh",Juh,Oblečenie,XL,91x68x57,4.46,Nie,Štandard,Dobierka,349.5,1610.67,Doručiť osobne,2026-05-14,Čaká na doručenie
510,KE00051029,Miroslav Farkas,"Mäsiarska 148, Košice - Staré Mesto",Staré Mesto,Balík,L,53x42x32,3.36,Nie,Štandard,Dobierka,30.97,,,2026-05-13,Čaká na doručenie
